area_type,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Marathahalli,3 BHK,Prionad,1937,3,2,140
Super built-up  Area,Doddathoguru,2 BHK,Vayali ,1015,2,2,33.5
Super built-up  Area,Nagadevanahalli,2 BHK,,1080,2,2,39
Super built-up  Area,Kathriguppe,3 BHK,Prone M,1350,2,2,80.99
Super built-up  Area,Kengeri Satellite Town,3 BHK,DSestSt,1149,2,2,29
Super built-up  Area,Kothanur,2 BHK,,1185,2,2,59
Super built-up  Area,Domlur,3 BHK,,1720,3,1,135
Super built-up  Area,Hebbal,3 BHK,,2080,3,3,175
Plot  Area,Tindlu,3 Bedroom,Hentye ,1500,3,1,87
Super built-up  Area,Yelahanka,3 BHK,PuziaVe,1566,3,2,97
Super built-up  Area,Rajaji Nagar,3 BHK,PhestOn,2386,3,,334
Plot  Area,KSRTC Layout,4 Bedroom,,1500,4,0,110
Super built-up  Area,KR Puram,2 BHK,LVniaar,1290,2,1,49.02
Built-up  Area,"JP nagar 9th Phase, ",3 BHK,,1531,3,2,72
Super built-up  Area,Keshava Nagar,3 BHK,ETens G,1839,3,3,165
Plot  Area,Dollars Layout,4 Bedroom,,4200,4,1,760
Super built-up  Area,Electronic City Phase II,3 BHK,Sryalan,1400,2,2,40.43
Super built-up  Area,Electronic City,2 BHK,Itelaa ,550,1,1,15
Super built-up  Area,Whitefield,2 BHK,SSthamh,1140,2,2,39
Super built-up  Area,Tumkur Road,3 BHK,Coowsri,1210 - 1477,3,0,57.76
Built-up  Area,Banashankari Stage III,4 Bedroom,,2000,4,0,100
Built-up  Area,Kaval Byrasandra,2 BHK,VaasaPr,1100,2,1,46
Built-up  Area,Vignana Nagar,2 BHK,Mancyhi,1200,2,2,55
Super built-up  Area,Bannerghatta,3 BHK,,1618,3,1,68
Super built-up  Area,Whitefield,4 BHK,Prtates,2830,5,2,160
Super built-up  Area,Uttarahalli,3 BHK,Omy 2es,1315,2,2,74
Super built-up  Area,Anandapura,2 BHK,ViensRK,1141,2,1,42.75
Super built-up  Area,AECS Layout,2 BHK,Srestve,1080,2,2,55
Super built-up  Area,HBR Layout,2 BHK,Flretes,1200,2,2,60
Super built-up  Area,Varthur,2 BHK,DSingSt,1111,2,2,41.88
Super built-up  Area,NGR Layout,2 BHK,,1022,2,1,45.9
Super built-up  Area,Bannerghatta Road,2 BHK,SNity S,1275,2,2,65
Super built-up  Area,4th Block Jayanagar,2 BHK,,900,2,1,70
Super built-up  Area,Rachenahalli,2 BHK,,1224,2,3,39.2
Super built-up  Area,Battarahalli,2 BHK,Sancy L,1135,2,3,43
Super built-up  Area,Rachenahalli,2 BHK,,1050,2,2,52.1
Super built-up  Area,Kudlu Gate,3 BHK,Srier P,1535,3,2,86
Super built-up  Area,Nagavarapalya,2 BHK,PuonsSe,1392,2,1,130
Super built-up  Area,Bellandur,2 BHK,Kritel ,1050,2,2,72
Super built-up  Area,Hosa Road,3 BHK,Sosisic,1513,3,1,103
Super built-up  Area,Gottigere,3 BHK,Sooutnu,1621,3,3,72
Super built-up  Area,Bannerghatta Road,2 BHK,Ceise P,892,2,1,39
Super built-up  Area,Whitefield,2 BHK,SSthamh,1205,2,1,40
Super built-up  Area,Hebbal,3 BHK,Magiaya,1355,3,2,83.87
Plot  Area,2nd Block Hrbr Layout,5 Bedroom,,1250,5,,300
Plot  Area,Kuvempu Nagar,7 Bedroom,,1650,9,,345
Super built-up  Area,Karnataka Shabarimala,4 BHK,,1200,6,3,70
Super built-up  Area,Indira Nagar,2 BHK,Suurtni,1400,2,2,168
Super built-up  Area,Kengeri,2 BHK,VBn 2lm,726,2,1,35
Plot  Area,Singena Agrahara,3 Bedroom,CoiewSy,1500,3,2,149
Super built-up  Area,Hebbal,4 BHK,,3895,4,2,405
Super built-up  Area,Horamavu Agara,2 BHK,,1079,2,2,41
Super built-up  Area,Begur Road,2 BHK,Visic C,1170,2,2,46
Super built-up  Area,Doddathoguru,2 BHK,Saaveas,1104,2,2,39
Super built-up  Area,Kanakpura Road,2 BHK,Wiowsri,950,2,1,45
Built-up  Area,Hormavu,4 Bedroom,Prageta,4818,4,3,390
Built-up  Area,Canara Bank Colony,3 BHK,Kiagar ,1650,2,1,52
Super built-up  Area,Kogilu,3 BHK,Sourtal,1559,3,2,127
Built-up  Area,Hanumagiri,2 BHK,Nastadr,1100,2,1,38
Super built-up  Area,Benson Town,3 BHK,GathiVa,1750,3,3,150
Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1215,2,1,45.5
Super built-up  Area,Talaghattapura,3 BHK,Sodgere,1868,3,1,135
Built-up  Area,Electronic City,2 BHK,,1130,2,1,32.63
Super built-up  Area,Kanakpura Road,3 BHK,JRrnauv,1570,3,3,64.5
Super built-up  Area,Sarjapur  Road,3 BHK,,1691,3,1,98
Built-up  Area,Ardendale,5 Bedroom,,4355,3,1,350
Super built-up  Area,Hulimavu,2 BHK,ArowsMe,1225,2,2,55
Super built-up  Area,JP Nagar,3 BHK,,1690,3,2,112
Super built-up  Area,Thigalarapalya,2 BHK,,1418,2,2,103
Super built-up  Area,Kasturi Nagar,4 BHK,Radenta,1896,3,1,125
Super built-up  Area,Sonnenahalli,1 BHK,Skacak ,605,1,1,40
Plot  Area,Begur Road,5 Bedroom,,800,5,2,95
Super built-up  Area,Electronic City Phase II,2 BHK,Riodsri,900,2,2,32.5
Plot  Area,Cholanayakanahalli,1 Bedroom,,750,2,0,50
Plot  Area,Hoodi,3 Bedroom,,780,3,1,62
Super built-up  Area,Ananth Nagar,2 BHK,,908,2,1,26
Built-up  Area,Sarjapur  Road,4 Bedroom,Cetattu,3369 - 3464,6,0,143
Super built-up  Area,Thanisandra,4 BHK,Soitya ,3216,4,1,226
Plot  Area,BEML Layout,5 Bedroom,,2400,4,1,225
Built-up  Area,Iblur Village,2 BHK,,1400,2,2,68
Super built-up  Area,Kudlu,2 BHK,Srrnasa,1092,2,2,44
Super built-up  Area,Hulimavu,2 BHK,RatosAr,1255,2,2,74
Built-up  Area,Electronic City,3 BHK,GMown E,1500,2,1,100
Super built-up  Area,Thanisandra,2 BHK,Bhmesy ,1296,2,2,72
Super built-up  Area,Horamavu Banaswadi,2 BHK,,925,2,3,38
Built-up  Area,Raja Rajeshwari Nagar,2 BHK,Mahla T,1023,2,2,42
Built-up  Area,Seshadripuram,2 BHK,,600,3,2,75
Super built-up  Area,Thanisandra,2 BHK,SLityee,1020,2,1,44.5
Super built-up  Area,Choodasandra,3 BHK,Sainei ,1530,3,2,77
Super built-up  Area,Gubbalala,3 BHK,,1650,3,2,71
Built-up  Area,Vijaya Bank Layout,3 BHK,Dhise P,1605,2,3,85
Super built-up  Area,Hosakerehalli,2 BHK,,1925,2,1,50
Super built-up  Area,Kogilu,2 BHK,,1190,2,2,50.66
Super built-up  Area,Jakkur,3 BHK,,1374,3,2,68
Built-up  Area,6th Phase JP Nagar,2 BHK,SNpalaj,1140,2,2,65
Super built-up  Area,Green Glen Layout,3 BHK,Soionar,1725,3,2,130
Super built-up  Area,Bisuvanahalli,3 BHK,Prityel,1075,2,1,50
Super built-up  Area,Kannamangala,3 BHK,Sonue A,1574,3,1,93.34
Built-up  Area,Sanjay nagar,1 BHK,,965,1,1,32
Super built-up  Area,Marathahalli,3 BHK,Valdsic,1550,3,2,83
Super built-up  Area,Akshayanagara West,2 BHK,Ajomaa ,1205,2,2,60
Super built-up  Area,Kambipura,3 BHK,Prrtht ,1082,2,1,55
Super built-up  Area,Uttarahalli,3 BHK,Ayaya A,1215,2,2,52.85
Super built-up  Area,Hebbal,4 BHK,Prersis,2483,5,2,230
Plot  Area,Prasanth Extension,2 Bedroom,,1200,3,1,46.14
Super built-up  Area,Chikkathoguru,1 BHK,,1500,1,1,19.5
Plot  Area,1st Block Koramangala,4 Bedroom,,2360,4,2,600
Super built-up  Area,Ardendale,4 BHK,AWharde,3198,4,,250
Super built-up  Area,Kanakpura Road,3 BHK,JRrnauv,1452,3,3,60.98
Super built-up  Area,Electronic City Phase II,3 BHK,MJtroty,1329,2,2,41
Super built-up  Area,Doctors Layout,2 BHK,,1125,2,1,44
Plot  Area,Anand nagar,2 Bedroom,,1200,2,0,70
Built-up  Area,Sarjapur  Road,3 BHK,,1350,3,3,39.97
Super built-up  Area,Uttarahalli,3 BHK,Niiewem,1125 - 1500,3,0,51.19
Super built-up  Area,Hebbal,3 BHK,SNontle,2600,3,2,195
Plot  Area,West of Chord Road,2 Bedroom,,1200,2,1,160
Built-up  Area,Electronic City Phase II,3 BHK,Sryalan,1220,3,1,35.23
Super built-up  Area,Pai Layout,2 BHK,Kencyes,1255,2,1,80
Super built-up  Area,Keshava Nagar,3 BHK,ETens G,1904,3,3,155
Super built-up  Area,Somasundara Palya,2 BHK,,1329,2,2,70
Plot  Area,Chandapura,2 Bedroom,,1200,2,1,60
Super built-up  Area,Murugeshpalya,3 BHK,IBaveen,2135,3,2,160
Super built-up  Area,Ramakrishnappa Layout,3 BHK,,2770,4,3,315
Built-up  Area,"Hoodi Circle, ",1 BHK,,813,1,1,39
Plot  Area,Junnasandra,4 Bedroom,,3884,4,3,240
Plot  Area,Doddaballapur,3 Bedroom,,3876,3,1,300
Super built-up  Area,Kalena Agrahara,2 BHK,PrncyRe,800,2,2,30
Plot  Area,Handenahalli,4 Bedroom,,4750,2,1,120
Super built-up  Area,Hormavu,3 BHK,Ocock R,1500,3,3,70
Super built-up  Area,Bannerghatta Road,3 BHK,SNity S,1880,3,2,95
Super built-up  Area,Electronic City,3 BHK,Pa II E,1440,2,2,55
Super built-up  Area,Akshaya Nagar,3 BHK,DLhtsnd,1575,3,,90
Super built-up  Area,Banagiri Nagar,3 BHK,,1630,2,2,97.78
Super built-up  Area,Yelahanka,3 BHK,,1180,3,1,55
Built-up  Area,Nagadevanahalli,2 BHK,,1090,2,1,36
Super built-up  Area,NGR Layout,2 BHK,,1020,2,2,48.45
Built-up  Area,"Sarjapur Road, ",4 BHK,,2425,4,3,173
Super built-up  Area,Varthur,2 BHK,Hirio L,1097,2,1,33.82
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,Sithand,1070,2,1,50
Super built-up  Area,Kumaraswami Layout,2 BHK,Mania G,1000,2,1,58
Plot  Area,Hoodi,8 Bedroom,,1120,8,,150
Super built-up  Area,manyata tech park,2 BHK,,1150,2,1,56
Built-up  Area,Frazer Town,3 BHK,Clint E,1900,4,2,145
Super built-up  Area,Divya Unnathi Layout,2 BHK,,1141,2,2,49
Built-up  Area,Jigani,2 BHK,DLhtsen,937,2,1,44
Built-up  Area,Green Glen Layout,2 BHK,Blisera,1075,2,1,60
Super built-up  Area,Panathur,2 BHK,,1000,2,1,65.3
Super built-up  Area,Kasavanhalli,3 BHK,,1450,3,,77.41
Plot  Area,Yelachenahalli,5 Bedroom,,897,2,1,85
Super built-up  Area,Ashwathnagar,2 BHK,GMentAp,936,2,2,43
Built-up  Area,Gopalkrishna Nagar,2 BHK,,1280,2,1,75
Super built-up  Area,Babusapalaya,2 BHK,,1050,2,3,45
Super built-up  Area,Marathahalli,2 BHK,Asintas,1350,2,1,86
Super built-up  Area,Mallasandra,2 BHK,GMilse ,1325,2,1,70
Super built-up  Area,Devanahalli,2 BHK,Oznuean,1174,2,1,59
Super built-up  Area,Hosur Road,3 BHK,Saageat,1890,3,2,162
Super built-up  Area,Wilson Garden,1 BHK,,735,1,1,75
Built-up  Area,Sarvabhouma Nagar,1 BHK,,500,1,0,24
Super built-up  Area,Gottigere,3 BHK,,1304,3,3,80
Built-up  Area,Yelahanka,3 BHK,Niareum,1653,3,2,120
Super built-up  Area,Bisuvanahalli,3 BHK,Prityel,1075,2,1,52
Super built-up  Area,7th Phase JP Nagar,2 BHK,Kaiew L,1212,3,1,42
Built-up  Area,Hoysalanagar,2 BHK,Mamesi ,1100,2,1,50
Super built-up  Area,Rajaji Nagar,4 BHK,PhestOn,3436,6,3,500
Plot  Area,SMV layout,3 Bedroom,,1200,4,0,145
Super built-up  Area,Billekahalli,2 BHK,,1140,2,2,50
Plot  Area,Roopena Agrahara,2 Bedroom,,1200,2,1,100
Super built-up  Area,Kudlu Gate,3 BHK,Srier P,1532,3,2,83
Plot  Area,Doddaballapur,3 Bedroom,Vahid O,2776,4,2,195
Super built-up  Area,Padmanabhanagar,3 BHK,Naasyak,1531,2,0,75
Super built-up  Area,Poorna Pragna Layout,3 BHK,,1270,2,2,50.79
Super built-up  Area,Uttarahalli,2 BHK,DSera S,1325,2,1,53
Plot  Area,CQAL LAYOUT C BLOCK,3 Bedroom,,1200,3,1,160
Super built-up  Area,Electronic City,3 BHK,Sie 2is,1156,2,2,44
Plot  Area,R.T. Nagar,4 Bedroom,,2000,4,2,320
Super built-up  Area,Bannerghatta Road,2 BHK,SNity S,1260,2,2,70
Super built-up  Area,Vittasandra,2 BHK,Prlla C,1934,2,0,90
Super built-up  Area,Malleshpalya,2 BHK,,1060,2,1,40
Super built-up  Area,Kasavanhalli,3 BHK,HMonymp,1476,3,1,95
Super built-up  Area,Murugeshpalya,2 BHK,Rallaa ,1185,2,1,85
Super built-up  Area,Channasandra Layout,3 BHK,Aconyit,1265,2,1,82
Built-up  Area,"Near Electronic City, ",4 BHK,,3200,5,1,150
Super built-up  Area,Virat Nagar,2 BHK,,1196,2,2,56.81
Built-up  Area,EPIP Zone,2 BHK,,1280,2,1,69
Plot  Area,Marathahalli,4 Bedroom,,800,4,2,86
Built-up  Area,Hulimavu,2 BHK,VisicCl,1175,2,,45
Built-up  Area,Kacharakanahalli,3 BHK,,1850,3,3,98
Plot  Area,Indira Nagar,4 Bedroom,,2400,4,2,525
Super built-up  Area,Whitefield,2 BHK,Pae 1ov,1195,2,1,70
Super built-up  Area,Ulsoor,3 BHK,,2000,3,3,185
Carpet  Area,Veerannapalya,7 BHK,,600,4,0,100
Plot  Area,Hebbal Kempapura,4 Bedroom,,800,5,3,155
Super built-up  Area,Hosur Road,2 BHK,Collsrn,1180,2,2,36.5
Super built-up  Area,Jakkur,2 BHK,Elidet ,1050,2,1,49.87
Built-up  Area,Electronic City,3 BHK,,1400,2,1,40.44
Plot  Area,Bagalakunte,4 Bedroom,,2360,4,2,150
Super built-up  Area,Banashankari stage 2,2 BHK,,1030,2,1,77.25
Super built-up  Area,Doddanakundi Industrial Area 2,2 BHK,,1512,1,2,65.01
Built-up  Area,Subramanyapura,2 BHK,Prldsri,929,2,1,48
Super built-up  Area,Jigani,3 BHK,DLhtsen,1252,3,3,61
Built-up  Area,Green Glen Layout,3 BHK,Soionar,1485,3,2,115
Super built-up  Area,Electronics City Phase 1,3 BHK,Courf T,1124,2,2,55
Plot  Area,TC Palaya,6 Bedroom,,2400,6,3,370
Built-up  Area,Indira Nagar,3 BHK,,1407,3,1,120
Super built-up  Area,Hennur Road,3 BHK,Puachal,1482,2,3,97
Super built-up  Area,Sector 7 HSR Layout,2 BHK,,1163,2,1,98.86
Super built-up  Area,Jalahalli,3 BHK,BrardCo,1570,3,2,140
Super built-up  Area,Whitefield,3 BHK,BrlisCo,3480,4,,284
Super built-up  Area,Chandapura,1 BHK,SuVue S,520,1,1,14.04
Super built-up  Area,OLd Gurappanapalya,3 BHK,SoliaMa,2000,3,2,160
Super built-up  Area,Prithvi Layout,2 BHK,Prlmsge,1352,2,2,75
Super built-up  Area,Electronic City,2 BHK,Prarkun,1152,2,1,65
Built-up  Area,"ECC Road, Whitefield, ",3 BHK,,1575,3,2,93
Super built-up  Area,Hegde Nagar,3 BHK,SoitaCa,1965,4,2,125
Built-up  Area,Ramanjaneyanagar,3 BHK,Siite E,1300,2,2,70
Plot  Area,Sarjapur  Road,4 Bedroom,,1,4,,120
Super built-up  Area,Marathahalli,2 BHK,,957,2,1,47
Super built-up  Area,Hoskote,3 BHK,Thiced ,1740,3,3,60
Plot  Area,Kanakpura Road,5 Bedroom,,1080,6,3,65
Super built-up  Area,Neeladri Nagar,2 BHK,,1060,2,0,35
Carpet  Area,Chikkadunnasandra,2 BHK,,975,2,2,50
Super built-up  Area,Ramamurthy Nagar,2 BHK,,1150,2,2,51
Super built-up  Area,Whitefield,3 BHK,,1738,2,3,79
Super built-up  Area,Bommanahalli,3 BHK,,1250,3,2,55
Built-up  Area,Bannerghatta Road,3 BHK,Dhncyud,1788,3,2,90
Super built-up  Area,Kanakapura,2 BHK,GoityEt,1151,2,1,59
Super built-up  Area,Uttarahalli,3 BHK,Evood S,1300,2,2,60
Super built-up  Area,Garudachar Palya,2 BHK,,1150,2,1,52.8
Super built-up  Area,Akshya Nagar,2 BHK,,1380,2,1,75
Super built-up  Area,Hebbal,3 BHK,Raard B,1645,3,2,117
Super built-up  Area,Babusapalaya,2 BHK,,1141,2,1,45.9
Super built-up  Area,7th Phase JP Nagar,2 BHK,BriumMi,1175,2,2,82.5
Super built-up  Area,Banashankari Stage V,3 BHK,,1355,2,1,61
Built-up  Area,Dasarahalli,2 BHK,Syonyph,1150,2,0,70
Super built-up  Area,Indranagar  100ft road defence colony,5 BHK,,5800,5,,80
Built-up  Area,Canara Bank Colony,2 BHK,,1000,2,2,45
Super built-up  Area,Balagere,2 BHK,Soresea,1007,2,1,65
Super built-up  Area,Wajid layout thanisandra,4 BHK,,3000,5,2,100
Super built-up  Area,Kothanur,3 BHK,,1436,3,3,70
Super built-up  Area,Marathahalli,4 BHK,PueraRi,4000,4,3,220
Built-up  Area,Somasundara Palya,3 BHK,ManceEl,2372,3,,140
Plot  Area,R.T. Nagar,6 Bedroom,,1500,6,,240
Super built-up  Area,BTM Layout,3 BHK,,167Sq. Meter,3,2,10
Plot  Area,Rajaji Nagar,2 Bedroom,,1200,2,0,150
Super built-up  Area,Rayasandra,2 BHK,,1016,2,1,58
Super built-up  Area,Dodda Nekkundi,2 BHK,,1100,2,2,48
Super built-up  Area,B Channasandra,2 BHK,PrncyRe,1080,2,1,45
Super built-up  Area,Electronic City,2 BHK,GMown E,1070,2,1,60
Super built-up  Area,Kadubeesanahalli,3 BHK,PrpiaSr,1532,3,1,115
Super built-up  Area,Hennur,2 BHK,MDncyhi,1040,2,2,42.12
Plot  Area,Laxmi Sagar Layout,3 Bedroom,Pudgear,3100,3,3,250
Super built-up  Area,Tumkur Road,2 BHK,Coowsri,1076 - 1199,2,0,48.905
Super built-up  Area,Thanisandra,3 BHK,MenueNo,1430,2,2,51.6
Plot  Area,Rajaji Nagar,2 Bedroom,,1160,1,0,163
Super built-up  Area,ITPL,4 BHK,,3262,5,2,205
Plot  Area,Achins Road,7 Bedroom,,2100,7,0,410
Built-up  Area,Uvce Layout,2 BHK,,1190,2,2,100
Super built-up  Area,Panduranga Nagar,3 BHK,SApusnu,1827,3,3,100
Super built-up  Area,HRBR Layout,2 BHK,Srayatr,1210,2,1,75
Super built-up  Area,New Thippasandra,3 BHK,Srmitev,1500,3,3,95
Super built-up  Area,Rachenahalli,2 BHK,,1050,2,2,53.5
Super built-up  Area,Hebbal,2 BHK,Oztarol,1251,2,1,88.73
Super built-up  Area,HSR Layout,3 BHK,RotatHa,1600,2,2,115
Super built-up  Area,Electronic City,2 BHK,Prarkun,1128,2,1,65.5
Super built-up  Area,Budigere,3 BHK,PrityTr,1820,3,2,93
Super built-up  Area,Thigalarapalya,3 BHK,Prtanha,2072,4,2,159
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,Dehts H,1510,2,3,59
Super built-up  Area,Hoodi,3 BHK,SMaxyay,1925,2,3,114
Plot  Area,Hennur Road,3 Bedroom,LGapeon,2651,2,2,225
Super built-up  Area,Thigalarapalya,3 BHK,Prtanha,2072,4,2,147
Super built-up  Area,Kumaraswami Layout,2 BHK,GancyRe,1000,2,2,36
Plot  Area,KR Puram,3 Bedroom,Salle F,1752,3,2,145
Super built-up  Area,Sahakara Nagar,2 BHK,ArrdsOr,960,2,3,56
Super built-up  Area,Gattigere,2 BHK,Vaw 2il,1180,2,2,63
Built-up  Area,Benson Town,3 BHK,Fants A,2270,3,1,180
Built-up  Area,NRI Layout,2 Bedroom,,650,2,0,59
Super built-up  Area,Lakshminarayana Pura,2 BHK,,1200,2,1,75
Super built-up  Area,Bisuvanahalli,3 BHK,Prityel,1180,2,1,46
Super built-up  Area,Roopena Agrahara,3 BHK,,1300,3,2,47
Built-up  Area,Bannerghatta Road,2 BHK,,1157,2,0,40
Super built-up  Area,Kanakpura Road,3 BHK,PrarePa,1300,3,2,69
Super built-up  Area,Banashankari Stage III,3 BHK,Pridsi ,1305,2,1,59
Super built-up  Area,Hegde Nagar,3 BHK,SoisoCa,2006,4,2,196
Super built-up  Area,Jakkur,2 BHK,BrdgeNo,1290,2,1,80
Super built-up  Area,Hoskote,2 BHK,VRrtsa ,1170,2,3,45
Plot  Area,Cottonpet,4 Bedroom,,971,2,2,135
Super built-up  Area,Yelachenahalli,2 BHK,Coona A,1400,2,3,78
Super built-up  Area,Lakshminarayana Pura,2 BHK,RothaVa,1200,2,2,75
Built-up  Area,Kamakshipalya,3 BHK,Viaxy G,1155,2,0,60
Built-up  Area,Hormavu,3 BHK,Cadel C,1725,3,2,85
Super built-up  Area,Kanakpura Road,2 BHK,PrarePa,700,2,1,40
Built-up  Area,Yemlur,4 Bedroom,Epllan ,7000,5,,2050
Super built-up  Area,Hoodi,2 BHK,GoAirej,1112,2,1,88
Super built-up  Area,Somasundara Palya,2 BHK,ManceEl,1178,2,,78
Super built-up  Area,Badavala Nagar,2 BHK,DNncasa,1274,2,1,81
Super built-up  Area,Doddathoguru,2 BHK,Vabow R,915,2,1,32
Plot  Area,6th Phase JP Nagar,8 Bedroom,,1650,6,2,135
Super built-up  Area,Hosur Road,1 BHK,Collsrn,760,1,2,21.28
Built-up  Area,Maragondanahalli,3 BHK,ArnzaFi,1540,3,2,68
Super built-up  Area,P&T Layout,2 BHK,,1206,2,3,38.5
Super built-up  Area,Basavanna Nagar,3 BHK,Itala A,1645,3,2,95
Plot  Area,Canara Bank Layout,4 Bedroom,,1200,4,2,170
Plot  Area,singapura paradise,4 Bedroom,,1200,4,1,140
Super built-up  Area,Nehru Nagar,4 BHK,Undge T,2342,3,2,115
Super built-up  Area,Kannur,3 BHK,,1200,2,1,55
Super built-up  Area,Yelenahalli,2 BHK,MDoseim,1056,2,2,33
Plot  Area,Raja Rajeshwari Nagar,8 Bedroom,,4800,8,,225
Super built-up  Area,Kanakpura Road,3 BHK,,1450,3,3,54.3
Super built-up  Area,Thirumenahalli,2 BHK,MNtha A,1161,2,2,36.69
Super built-up  Area,Dollars Colony,2 BHK,Koowsis,1097,2,3,65
Built-up  Area,Uttarahalli,2 BHK,Gaent R,850,2,2,35
Super built-up  Area,Green Glen Layout,3 BHK,Soionar,1715,3,2,115
Super built-up  Area,Basavangudi,3 BHK,Shntsad,2300,3,,317
Super built-up  Area,Electronic City,2 BHK,GMown E,1200,2,1,59
Super built-up  Area,8th Phase JP Nagar,2 BHK,,1080,2,2,38
Super built-up  Area,Kasavanhalli,2 BHK,,1200,2,1,50.3
Plot  Area,4th Block Koramangala,4 Bedroom,,2400,4,0,550
Super built-up  Area,Banashankari,3 BHK,Sriseva,1400,2,1,78
Plot  Area,Whitefield,4 Bedroom,Vastael,1500,4,3,200
Carpet  Area,Kanakpura Road,1 BHK,Roiti A,381 - 535,1,0,19.695
Super built-up  Area,Marathahalli,2 BHK,,1230,2,1,57
Built-up  Area,Kalyan nagar,3 BHK,SSonsvi,1640,3,3,88
Super built-up  Area,Banashankari,3 BHK,Bregae ,1700,3,2,125
Super built-up  Area,Bommasandra,3 BHK,Niara S,1478,2,,44
Super built-up  Area,Defence Colony,4 BHK,Masta A,6600,4,,986
Super built-up  Area,Banashankari,2 BHK,,1020,2,2,40.79
Plot  Area,Nagarbhavi,2 Bedroom,,1200,2,1,150
Built-up  Area,Yelahanka,3 BHK,,1275,2,2,95
Built-up  Area,Cambridge Layout,4 Bedroom,,1600,3,1,165
Super built-up  Area,Kanakapura,2 BHK,SPavenc,1110,2,2,38.85
Super built-up  Area,Uttarahalli,3 BHK,Baveles,1627.86,3,2,88
Built-up  Area,Byagadadhenahalli,2 BHK,VBavaai,620,2,1,22
Plot  Area,Whitefield,4 Bedroom,Prrry M,3004,4,2,285
Super built-up  Area,Hosa Road,2 BHK,Pamesy ,1133,2,1,52
Super built-up  Area,Hennur Road,2 BHK,Gaodsch,1182,2,2,82.5
Super built-up  Area,Tumkur Road,3 BHK,SosonGa,1500,3,3,100
Super built-up  Area,Hebbal Kempapura,4 BHK,GonumPl,3900,5,,360
Super built-up  Area,Marathahalli,2 BHK,Srconor,1200,2,2,58
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2,1,48.79
Super built-up  Area,Malleshwaram,3 BHK,Sariaat,2215 - 2475,,,293
Built-up  Area,Jayanagar,2 BHK,,900,2,2,110
Built-up  Area,Amruthahalli,2 BHK,NCondia,1100,2,1,45
Super built-up  Area,Kengeri Satellite Town,2 BHK,Mameser,635,1,1,22
Super built-up  Area,Ardendale,4 BHK,AWharde,2062,3,,140
Built-up  Area,Thanisandra,3 BHK,G conTh,1874,4,1,130
Plot  Area,Vidyaranyapura,4 Bedroom,,600,3,2,78
Super built-up  Area,Old Madras Road,2 BHK,Saesttt,1171,2,2,75
Super built-up  Area,Sarjapur,3 BHK,,2020,3,3,85
Super built-up  Area,8th Phase JP Nagar,2 BHK,,1059,2,2,34.5
Super built-up  Area,Panathur,3 BHK,Saite G,1315,2,1,59.1
Super built-up  Area,Jakkur,3 BHK,BrdgeNo,1760,3,2,110
Built-up  Area,Sampangi Rama Nagar,2 Bedroom,,1200,2,1,125
Super built-up  Area,Hennur Road,3 BHK,Koagati,1192,2,1,62
Super built-up  Area,Hebbal,3 BHK,Raard B,1645,3,2,121
Super built-up  Area,Whitefield,2 BHK,Veales ,1250,2,2,72
Super built-up  Area,Whitefield,1 BHK,Oreldhi,524 - 894,1,0,34.385
Super built-up  Area,Whitefield,2 BHK,,1340,2,1,77
Built-up  Area,Cooke Town,3 BHK,,2388,4,3,239
Super built-up  Area,Hosa Road,2 BHK,Sosisic,1369.1,2,1,104
Super built-up  Area,Jalahalli West,2 BHK,,1355,2,3,75
Built-up  Area,Bannerghatta Road,2 BHK,,1150,2,2,65
Super built-up  Area,Kanakapura,3 BHK,GoityEt,1938,3,3,113
Super built-up  Area,Begur Road,4 BHK,,2462,4,3,124
Super built-up  Area,Budigere,3 BHK,PrityTr,1636,3,2,85
Super built-up  Area,Akshaya Nagar,3 BHK,DLhtsnd,1430,2,2,75
Super built-up  Area,BEML Layout 5th stage,3 BHK,,2000,3,2,85
Carpet  Area,Electronic City Phase II,3 BHK,MJtroty,993,2,2,50
Plot  Area,Laggere,4 Bedroom,,1260,4,1,150
Super built-up  Area,Kanakpura Road,3 BHK,,1700,3,3,88
Super built-up  Area,Yelahanka,2 BHK,Shana S,1270,2,2,78
Plot  Area,Anjanapura,3 Bedroom,,1500,3,1,121
Built-up  Area,Koramangala,3 BHK,,2300,3,3,290
Plot  Area,Hunasamaranahalli,4 Bedroom,EmardBo,7500,4,2,900
Super built-up  Area,Marathahalli,3 BHK,,1650,3,3,86.45
Super built-up  Area,Panathur,2 BHK,Suriaa ,1109,2,1,63
Super built-up  Area,Pragathi Nagar,2 BHK,Metrais,1280,2,1,49.75
Built-up  Area,Sarjapur,4 Bedroom,,2885,3,1,185
Plot  Area,Banashankari,9 Bedroom,,1200,9,1,145
Plot  Area,Devanahalli,3 Bedroom,Prowser,1600,3,2,180
Super built-up  Area,Kothanur,3 BHK,,1462,3,3,71
Super built-up  Area,Marathahalli,1 BHK,Unezes ,607,1,1,35
Super built-up  Area,Kammasandra,2 BHK,,930,2,0,25
Plot  Area,Varthur,4 Bedroom,,4500,5,2,300
