"area_type","location","size","society","total_sqft","bath","balcony","price"
"Super built-up  Area","Doctors Layout",2,"Unknown",1125,2,1,44
"Plot  Area","Anand nagar",2,"Unknown",1200,2,0,70
"Built-up  Area","Sarjapur  Road",3,"Unknown",1350,3,3,39.97
"Super built-up  Area","Uttarahalli",3,"Niiewem",1290,3,0,51.19
"Super built-up  Area","Hebbal",3,"SNontle",2600,3,2,195
"Plot  Area","West of Chord Road",2,"Unknown",1200,2,1,160
"Built-up  Area","Electronic City Phase II",3,"Sryalan",1220,3,1,35.23
"Super built-up  Area","Pai Layout",2,"Kencyes",1255,2,1,80
"Super built-up  Area","Keshava Nagar",3,"ETens G",1904,3,3,155
"Super built-up  Area","Somasundara Palya",2,"Unknown",1329,2,2,70
"Plot  Area","Chandapura",2,"Unknown",1200,2,1,60
"Super built-up  Area","Murugeshpalya",3,"IBaveen",2135,3,2,160
"Super built-up  Area","Ramakrishnappa Layout",3,"Unknown",2770,4,3,315
"Built-up  Area","Hoodi Circle, ",1,"Unknown",813,1,1,39
"Plot  Area","Junnasandra",4,"Unknown",3884,4,3,240
"Plot  Area","Doddaballapur",3,"Unknown",3876,3,1,300
"Super built-up  Area","Kalena Agrahara",2,"PrncyRe",800,2,2,30
"Plot  Area","Handenahalli",4,"Unknown",4750,2,1,120
"Super built-up  Area","Hormavu",3,"Ocock R",1500,3,3,70
"Super built-up  Area","Bannerghatta Road",3,"SNity S",1880,3,2,95
"Super built-up  Area","Electronic City",3,"Pa II E",1440,2,2,55
"Super built-up  Area","Akshaya Nagar",3,"DLhtsnd",1575,3,2,90
"Super built-up  Area","Banagiri Nagar",3,"Unknown",1630,2,2,97.78
"Super built-up  Area","Yelahanka",3,"Unknown",1180,3,1,55
"Built-up  Area","Nagadevanahalli",2,"Unknown",1090,2,1,36
"Super built-up  Area","NGR Layout",2,"Unknown",1020,2,2,48.45
"Built-up  Area","Sarjapur Road, ",4,"Unknown",2425,4,3,173
"Super built-up  Area","Varthur",2,"Hirio L",1097,2,1,33.82
"Super built-up  Area","Raja Rajeshwari Nagar",2,"Sithand",1070,2,1,50
"Super built-up  Area","Kumaraswami Layout",2,"Mania G",1000,2,1,58
"Plot  Area","Hoodi",8,"Unknown",1120,8,2,150
"Super built-up  Area","manyata tech park",2,"Unknown",1150,2,1,56
"Built-up  Area","Frazer Town",3,"Clint E",1900,4,2,145
"Super built-up  Area","Divya Unnathi Layout",2,"Unknown",1141,2,2,49
"Built-up  Area","Jigani",2,"DLhtsen",937,2,1,44
"Built-up  Area","Green Glen Layout",2,"Blisera",1075,2,1,60
"Super built-up  Area","Panathur",2,"Unknown",1000,2,1,65.3
"Super built-up  Area","Kasavanhalli",3,"Unknown",1450,3,2,77.41
"Plot  Area","Yelachenahalli",5,"Unknown",897,2,1,85
"Super built-up  Area","Ashwathnagar",2,"GMentAp",936,2,2,43
"Built-up  Area","Gopalkrishna Nagar",2,"Unknown",1280,2,1,75
"Super built-up  Area","Babusapalaya",2,"Unknown",1050,2,3,45
"Super built-up  Area","Marathahalli",2,"Asintas",1350,2,1,86
"Super built-up  Area","Mallasandra",2,"GMilse ",1325,2,1,70
"Super built-up  Area","Devanahalli",2,"Oznuean",1174,2,1,59
"Super built-up  Area","Hosur Road",3,"Saageat",1890,3,2,162
"Super built-up  Area","Wilson Garden",1,"Unknown",735,1,1,75
"Built-up  Area","Sarvabhouma Nagar",1,"Unknown",500,1,0,24
"Super built-up  Area","Gottigere",3,"Unknown",1304,3,3,80
"Built-up  Area","Yelahanka",3,"Niareum",1653,3,2,120
"Super built-up  Area","Bisuvanahalli",3,"Prityel",1075,2,1,52
"Super built-up  Area","7th Phase JP Nagar",2,"Kaiew L",1212,3,1,42
"Built-up  Area","Hoysalanagar",2,"Mamesi ",1100,2,1,50
"Super built-up  Area","Rajaji Nagar",4,"PhestOn",3436,6,3,500
"Plot  Area","SMV layout",3,"Unknown",1200,4,0,145
"Super built-up  Area","Billekahalli",2,"Unknown",1140,2,2,50
"Plot  Area","Roopena Agrahara",2,"Unknown",1200,2,1,100
"Super built-up  Area","Kudlu Gate",3,"Srier P",1532,3,2,83
"Plot  Area","Doddaballapur",3,"Vahid O",2776,4,2,195
"Super built-up  Area","Padmanabhanagar",3,"Naasyak",1531,2,0,75
"Super built-up  Area","Poorna Pragna Layout",3,"Unknown",1270,2,2,50.79
"Super built-up  Area","Uttarahalli",2,"DSera S",1325,2,1,53
"Plot  Area","CQAL LAYOUT C BLOCK",3,"Unknown",1200,3,1,160
"Super built-up  Area","Electronic City",3,"Sie 2is",1156,2,2,44
"Plot  Area","R.T. Nagar",4,"Unknown",2000,4,2,320
"Super built-up  Area","Bannerghatta Road",2,"SNity S",1260,2,2,70
"Super built-up  Area","Vittasandra",2,"Prlla C",1934,2,0,90
"Super built-up  Area","Malleshpalya",2,"Unknown",1060,2,1,40
"Super built-up  Area","Kasavanhalli",3,"HMonymp",1476,3,1,95
"Super built-up  Area","Murugeshpalya",2,"Rallaa ",1185,2,1,85
"Super built-up  Area","Channasandra Layout",3,"Aconyit",1265,2,1,82
"Built-up  Area","Near Electronic City, ",4,"Unknown",3200,5,1,150
"Super built-up  Area","Virat Nagar",2,"Unknown",1196,2,2,56.81
"Built-up  Area","EPIP Zone",2,"Unknown",1280,2,1,69
"Plot  Area","Marathahalli",4,"Unknown",800,4,2,86
"Built-up  Area","Hulimavu",2,"VisicCl",1175,2,2,45
"Built-up  Area","Kacharakanahalli",3,"Unknown",1850,3,3,98
"Plot  Area","Indira Nagar",4,"Unknown",2400,4,2,525
"Super built-up  Area","Whitefield",2,"Pae 1ov",1195,2,1,70
"Super built-up  Area","Ulsoor",3,"Unknown",2000,3,3,185
"Carpet  Area","Veerannapalya",7,"Unknown",600,4,0,100
"Plot  Area","Hebbal Kempapura",4,"Unknown",800,5,3,155
"Super built-up  Area","Hosur Road",2,"Collsrn",1180,2,2,36.5
"Super built-up  Area","Jakkur",2,"Elidet ",1050,2,1,49.87
"Built-up  Area","Electronic City",3,"Unknown",1400,2,1,40.44
"Plot  Area","Bagalakunte",4,"Unknown",2360,4,2,150
"Super built-up  Area","Banashankari stage 2",2,"Unknown",1030,2,1,77.25
"Super built-up  Area","Doddanakundi Industrial Area 2",2,"Unknown",1512,1,2,65.01
"Built-up  Area","Subramanyapura",2,"Prldsri",929,2,1,48
"Super built-up  Area","Jigani",3,"DLhtsen",1252,3,3,61
"Built-up  Area","Green Glen Layout",3,"Soionar",1485,3,2,115
"Super built-up  Area","Electronics City Phase 1",3,"Courf T",1124,2,2,55
"Plot  Area","TC Palaya",6,"Unknown",2400,6,3,370
"Built-up  Area","Indira Nagar",3,"Unknown",1407,3,1,120
"Super built-up  Area","Hennur Road",3,"Puachal",1482,2,3,97
"Super built-up  Area","Sector 7 HSR Layout",2,"Unknown",1163,2,1,98.86
"Super built-up  Area","Jalahalli",3,"BrardCo",1570,3,2,140
"Super built-up  Area","Whitefield",3,"BrlisCo",3480,4,2,284
"Super built-up  Area","Chandapura",1,"SuVue S",520,1,1,14.04
"Super built-up  Area","OLd Gurappanapalya",3,"SoliaMa",2000,3,2,160
"Super built-up  Area","Prithvi Layout",2,"Prlmsge",1352,2,2,75
"Super built-up  Area","Electronic City",2,"Prarkun",1152,2,1,65
"Built-up  Area","ECC Road, Whitefield, ",3,"Unknown",1575,3,2,93
"Super built-up  Area","Hegde Nagar",3,"SoitaCa",1965,4,2,125
"Built-up  Area","Ramanjaneyanagar",3,"Siite E",1300,2,2,70
"Plot  Area","Sarjapur  Road",4,"Unknown",1,4,2,120
"Super built-up  Area","Marathahalli",2,"Unknown",957,2,1,47
"Super built-up  Area","Hoskote",3,"Thiced ",1740,3,3,60
"Plot  Area","Kanakpura Road",5,"Unknown",1080,6,3,65
"Super built-up  Area","Neeladri Nagar",2,"Unknown",1060,2,0,35
"Carpet  Area","Chikkadunnasandra",2,"Unknown",975,2,2,50
"Super built-up  Area","Ramamurthy Nagar",2,"Unknown",1150,2,2,51
"Super built-up  Area","Whitefield",3,"Unknown",1738,2,3,79
"Super built-up  Area","Bommanahalli",3,"Unknown",1250,3,2,55
"Built-up  Area","Bannerghatta Road",3,"Dhncyud",1788,3,2,90
"Super built-up  Area","Kanakapura",2,"GoityEt",1151,2,1,59
"Super built-up  Area","Uttarahalli",3,"Evood S",1300,2,2,60
"Super built-up  Area","Garudachar Palya",2,"Unknown",1150,2,1,52.8
"Super built-up  Area","Akshya Nagar",2,"Unknown",1380,2,1,75
"Super built-up  Area","Hebbal",3,"Raard B",1645,3,2,117
"Super built-up  Area","Babusapalaya",2,"Unknown",1141,2,1,45.9
"Super built-up  Area","7th Phase JP Nagar",2,"BriumMi",1175,2,2,82.5
"Super built-up  Area","Banashankari Stage V",3,"Unknown",1355,2,1,61
"Built-up  Area","Dasarahalli",2,"Syonyph",1150,2,0,70
"Super built-up  Area","Indranagar  100ft road defence colony",5,"Unknown",5800,5,2,80
"Built-up  Area","Canara Bank Colony",2,"Unknown",1000,2,2,45
"Super built-up  Area","Balagere",2,"Soresea",1007,2,1,65
"Super built-up  Area","Wajid layout thanisandra",4,"Unknown",3000,5,2,100
"Super built-up  Area","Kothanur",3,"Unknown",1436,3,3,70
"Super built-up  Area","Marathahalli",4,"PueraRi",4000,4,3,220
"Built-up  Area","Somasundara Palya",3,"ManceEl",2372,3,2,140
"Plot  Area","R.T. Nagar",6,"Unknown",1500,6,2,240
"Super built-up  Area","BTM Layout",3,"Unknown",1290,3,2,10
"Plot  Area","Rajaji Nagar",2,"Unknown",1200,2,0,150
"Super built-up  Area","Rayasandra",2,"Unknown",1016,2,1,58
"Super built-up  Area","Dodda Nekkundi",2,"Unknown",1100,2,2,48
"Super built-up  Area","B Channasandra",2,"PrncyRe",1080,2,1,45
"Super built-up  Area","Electronic City",2,"GMown E",1070,2,1,60
"Super built-up  Area","Kadubeesanahalli",3,"PrpiaSr",1532,3,1,115
"Super built-up  Area","Hennur",2,"MDncyhi",1040,2,2,42.12
"Plot  Area","Laxmi Sagar Layout",3,"Pudgear",3100,3,3,250
"Super built-up  Area","Tumkur Road",2,"Coowsri",1290,2,0,48.905
"Super built-up  Area","Thanisandra",3,"MenueNo",1430,2,2,51.6
"Plot  Area","Rajaji Nagar",2,"Unknown",1160,1,0,163
"Super built-up  Area","ITPL",4,"Unknown",3262,5,2,205
"Plot  Area","Achins Road",7,"Unknown",2100,7,0,410
"Built-up  Area","Uvce Layout",2,"Unknown",1190,2,2,100
"Super built-up  Area","Panduranga Nagar",3,"SApusnu",1827,3,3,100
"Super built-up  Area","HRBR Layout",2,"Srayatr",1210,2,1,75
"Super built-up  Area","New Thippasandra",3,"Srmitev",1500,3,3,95
"Super built-up  Area","Rachenahalli",2,"Unknown",1050,2,2,53.5
"Super built-up  Area","Hebbal",2,"Oztarol",1251,2,1,88.73
"Super built-up  Area","HSR Layout",3,"RotatHa",1600,2,2,115
"Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,65.5
"Super built-up  Area","Budigere",3,"PrityTr",1820,3,2,93
"Super built-up  Area","Thigalarapalya",3,"Prtanha",2072,4,2,159
"Super built-up  Area","Raja Rajeshwari Nagar",3,"Dehts H",1510,2,3,59
"Super built-up  Area","Hoodi",3,"SMaxyay",1925,2,3,114
"Plot  Area","Hennur Road",3,"LGapeon",2651,2,2,225
"Super built-up  Area","Thigalarapalya",3,"Prtanha",2072,4,2,147
"Super built-up  Area","Kumaraswami Layout",2,"GancyRe",1000,2,2,36
"Plot  Area","KR Puram",3,"Salle F",1752,3,2,145
"Super built-up  Area","Sahakara Nagar",2,"ArrdsOr",960,2,3,56
"Super built-up  Area","Gattigere",2,"Vaw 2il",1180,2,2,63
"Built-up  Area","Benson Town",3,"Fants A",2270,3,1,180
"Built-up  Area","NRI Layout",2,"Unknown",650,2,0,59
"Super built-up  Area","Lakshminarayana Pura",2,"Unknown",1200,2,1,75
"Super built-up  Area","Bisuvanahalli",3,"Prityel",1180,2,1,46
"Super built-up  Area","Roopena Agrahara",3,"Unknown",1300,3,2,47
"Built-up  Area","Bannerghatta Road",2,"Unknown",1157,2,0,40
"Super built-up  Area","Kanakpura Road",3,"PrarePa",1300,3,2,69
"Super built-up  Area","Banashankari Stage III",3,"Pridsi ",1305,2,1,59
"Super built-up  Area","Hegde Nagar",3,"SoisoCa",2006,4,2,196
"Super built-up  Area","Jakkur",2,"BrdgeNo",1290,2,1,80
"Super built-up  Area","Hoskote",2,"VRrtsa ",1170,2,3,45
"Plot  Area","Cottonpet",4,"Unknown",971,2,2,135
"Super built-up  Area","Yelachenahalli",2,"Coona A",1400,2,3,78
"Super built-up  Area","Lakshminarayana Pura",2,"RothaVa",1200,2,2,75
"Built-up  Area","Kamakshipalya",3,"Viaxy G",1155,2,0,60
"Built-up  Area","Hormavu",3,"Cadel C",1725,3,2,85
"Super built-up  Area","Kanakpura Road",2,"PrarePa",700,2,1,40
"Built-up  Area","Yemlur",4,"Epllan ",7000,5,2,2050
"Super built-up  Area","Hoodi",2,"GoAirej",1112,2,1,88
"Super built-up  Area","Somasundara Palya",2,"ManceEl",1178,2,2,78
"Super built-up  Area","Badavala Nagar",2,"DNncasa",1274,2,1,81
"Super built-up  Area","Doddathoguru",2,"Vabow R",915,2,1,32
"Plot  Area","6th Phase JP Nagar",8,"Unknown",1650,6,2,135
"Super built-up  Area","Hosur Road",1,"Collsrn",760,1,2,21.28
"Built-up  Area","Maragondanahalli",3,"ArnzaFi",1540,3,2,68
"Super built-up  Area","P&T Layout",2,"Unknown",1206,2,3,38.5
"Super built-up  Area","Basavanna Nagar",3,"Itala A",1645,3,2,95
"Plot  Area","Canara Bank Layout",4,"Unknown",1200,4,2,170
"Plot  Area","singapura paradise",4,"Unknown",1200,4,1,140
"Super built-up  Area","Nehru Nagar",4,"Undge T",2342,3,2,115
"Super built-up  Area","Kannur",3,"Unknown",1200,2,1,55
"Super built-up  Area","Yelenahalli",2,"MDoseim",1056,2,2,33
"Plot  Area","Raja Rajeshwari Nagar",8,"Unknown",4800,8,2,225
"Super built-up  Area","Kanakpura Road",3,"Unknown",1450,3,3,54.3
"Super built-up  Area","Thirumenahalli",2,"MNtha A",1161,2,2,36.69
"Super built-up  Area","Dollars Colony",2,"Koowsis",1097,2,3,65
"Built-up  Area","Uttarahalli",2,"Gaent R",850,2,2,35
"Super built-up  Area","Green Glen Layout",3,"Soionar",1715,3,2,115
"Super built-up  Area","Basavangudi",3,"Shntsad",2300,3,2,317
"Super built-up  Area","Electronic City",2,"GMown E",1200,2,1,59
"Super built-up  Area","8th Phase JP Nagar",2,"Unknown",1080,2,2,38
"Super built-up  Area","Kasavanhalli",2,"Unknown",1200,2,1,50.3
"Plot  Area","4th Block Koramangala",4,"Unknown",2400,4,0,550
"Super built-up  Area","Banashankari",3,"Sriseva",1400,2,1,78
"Plot  Area","Whitefield",4,"Vastael",1500,4,3,200
"Carpet  Area","Kanakpura Road",1,"Roiti A",458,1,0,19.695
"Super built-up  Area","Marathahalli",2,"Unknown",1230,2,1,57
"Built-up  Area","Kalyan nagar",3,"SSonsvi",1640,3,3,88
"Super built-up  Area","Banashankari",3,"Bregae ",1700,3,2,125
"Super built-up  Area","Bommasandra",3,"Niara S",1478,2,2,44
"Super built-up  Area","Defence Colony",4,"Masta A",6600,4,2,986
"Super built-up  Area","Banashankari",2,"Unknown",1020,2,2,40.79
"Plot  Area","Nagarbhavi",2,"Unknown",1200,2,1,150
"Built-up  Area","Yelahanka",3,"Unknown",1275,2,2,95
"Built-up  Area","Cambridge Layout",4,"Unknown",1600,3,1,165
"Super built-up  Area","Kanakapura",2,"SPavenc",1110,2,2,38.85
"Super built-up  Area","Uttarahalli",3,"Baveles",1290,3,2,88
"Built-up  Area","Byagadadhenahalli",2,"VBavaai",620,2,1,22
"Plot  Area","Whitefield",4,"Prrry M",3004,4,2,285
"Super built-up  Area","Hosa Road",2,"Pamesy ",1133,2,1,52
"Super built-up  Area","Hennur Road",2,"Gaodsch",1182,2,2,82.5
"Super built-up  Area","Tumkur Road",3,"SosonGa",1500,3,3,100
"Super built-up  Area","Hebbal Kempapura",4,"GonumPl",3900,5,2,360
"Super built-up  Area","Marathahalli",2,"Srconor",1200,2,2,58
"Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1128,2,1,48.79
"Built-up  Area","Jayanagar",2,"Unknown",900,2,2,110
"Built-up  Area","Amruthahalli",2,"NCondia",1100,2,1,45
"Super built-up  Area","Kengeri Satellite Town",2,"Mameser",635,1,1,22
"Super built-up  Area","Ardendale",4,"AWharde",2062,3,2,140
"Built-up  Area","Thanisandra",3,"G conTh",1874,4,1,130
"Plot  Area","Vidyaranyapura",4,"Unknown",600,3,2,78
"Super built-up  Area","Old Madras Road",2,"Saesttt",1171,2,2,75
"Super built-up  Area","Sarjapur",3,"Unknown",2020,3,3,85
"Super built-up  Area","8th Phase JP Nagar",2,"Unknown",1059,2,2,34.5
"Super built-up  Area","Panathur",3,"Saite G",1315,2,1,59.1
"Super built-up  Area","Jakkur",3,"BrdgeNo",1760,3,2,110
"Built-up  Area","Sampangi Rama Nagar",2,"Unknown",1200,2,1,125
"Super built-up  Area","Hennur Road",3,"Koagati",1192,2,1,62
"Super built-up  Area","Hebbal",3,"Raard B",1645,3,2,121
"Super built-up  Area","Whitefield",2,"Veales ",1250,2,2,72
"Super built-up  Area","Whitefield",1,"Oreldhi",709,1,0,34.385
"Super built-up  Area","Whitefield",2,"Unknown",1340,2,1,77
"Built-up  Area","Cooke Town",3,"Unknown",2388,4,3,239
"Super built-up  Area","Hosa Road",2,"Sosisic",1290,2,1,104
"Super built-up  Area","Jalahalli West",2,"Unknown",1355,2,3,75
"Built-up  Area","Bannerghatta Road",2,"Unknown",1150,2,2,65
"Super built-up  Area","Kanakapura",3,"GoityEt",1938,3,3,113
"Super built-up  Area","Begur Road",4,"Unknown",2462,4,3,124
"Super built-up  Area","Budigere",3,"PrityTr",1636,3,2,85
"Super built-up  Area","Akshaya Nagar",3,"DLhtsnd",1430,2,2,75
"Super built-up  Area","BEML Layout 5th stage",3,"Unknown",2000,3,2,85
"Carpet  Area","Electronic City Phase II",3,"MJtroty",993,2,2,50
"Plot  Area","Laggere",4,"Unknown",1260,4,1,150
"Super built-up  Area","Kanakpura Road",3,"Unknown",1700,3,3,88
"Super built-up  Area","Yelahanka",2,"Shana S",1270,2,2,78
"Plot  Area","Anjanapura",3,"Unknown",1500,3,1,121
"Built-up  Area","Koramangala",3,"Unknown",2300,3,3,290
"Plot  Area","Hunasamaranahalli",4,"EmardBo",7500,4,2,900
"Super built-up  Area","Marathahalli",3,"Unknown",1650,3,3,86.45
"Super built-up  Area","Panathur",2,"Suriaa ",1109,2,1,63
"Super built-up  Area","Pragathi Nagar",2,"Metrais",1280,2,1,49.75
"Built-up  Area","Sarjapur",4,"Unknown",2885,3,1,185
"Plot  Area","Banashankari",9,"Unknown",1200,9,1,145
"Plot  Area","Devanahalli",3,"Prowser",1600,3,2,180
"Super built-up  Area","Kothanur",3,"Unknown",1462,3,3,71
"Super built-up  Area","Marathahalli",1,"Unezes ",607,1,1,35
"Super built-up  Area","Kammasandra",2,"Unknown",930,2,0,25
"Plot  Area","Varthur",4,"Unknown",4500,5,2,300
"Plot  Area","Sahakara Nagar",5,"Unknown",1200,5,2,160
"Super built-up  Area","Malleshwaram",3,"Unknown",2600,3,1,237
"Super built-up  Area","JP Nagar",4,"Unknown",3000,4,2,140
"Super built-up  Area","Electronic City Phase II",3,"Coomee ",1418,3,2,52.47
"Built-up  Area","Ramesh Nagar",2,"Unknown",4200,1,2,160
"Built-up  Area","EPIP Zone",2,"ValiaCa",1125,2,1,65
"Super built-up  Area","CV Raman Nagar",3,"Pu270a ",1825,3,2,126
"Super built-up  Area","Whitefield",2,"Veales ",1320,2,3,79.5
"Built-up  Area","JP Nagar",4,"Unknown",3000,4,2,140
"Super built-up  Area","HAL 2nd Stage",3,"MamalPr",1490,2,2,300
"Plot  Area","8th block Koramangala",4,"Unknown",1650,3,1,300
"Super built-up  Area","Whitefield",2,"Oreldhi",750,2,1,52.7
"Super built-up  Area","Yelahanka",3,"Masser ",1400,2,2,80.54
"Super built-up  Area","Sathya Sai Layout",4,"Prowshi",4104,4,3,360
"Built-up  Area","Rajaji Nagar",4,"Unknown",5000,4,0,375
"Plot  Area","Mahadevpura",5,"Unknown",3295,4,2,260
"Plot  Area","A Narayanapura",4,"Unknown",1150,3,1,110
"Plot  Area","Whitefield",3,"Unknown",1200,3,1,61.96
"Built-up  Area","Poorna Pragna Layout",2,"Pathira",965,2,2,48
"Plot  Area","Gottigere",1,"Unknown",812,1,1,26
"Super built-up  Area","KR Puram",2,"HovasTe",1100,2,2,43
"Super built-up  Area","Whitefield",2,"SSthamh",1180,2,2,41
"Super built-up  Area","HSR Layout",2,"NRosete",1145,2,2,48
"Super built-up  Area","Haralur Road",2,"Unknown",1027,2,1,44
"Super built-up  Area","Silk Board",2,"Unknown",1215,2,2,49.85
"Plot  Area","Hegde Nagar",2,"Unknown",1200,2,0,75
"Super built-up  Area","Kenchenahalli",2,"AriosPa",1015,2,2,58
"Plot  Area","Kaggalipura",3,"AxvamTa",2400,3,1,165
"Plot  Area","Whitefield",4,"Prrry M",3000,4,3,306
"Built-up  Area","7th Phase JP Nagar",3,"Unknown",3300,4,3,160
"Super built-up  Area","Puttanahalli",2,"Unknown",1076,2,2,52
"Super built-up  Area","JP Nagar",2,"Shestut",1300,2,1,109
"Built-up  Area","Hebbal Kempapura",2,"Goateds",1300,2,2,102
"Super built-up  Area","Hosa Road",3,"Sosisic",1512,3,1,123
"Carpet  Area","Bhoganhalli",3,"Rosha I",1290,3,1,88.91
"Super built-up  Area","Yeshwanthpur",1,"VSlistr",605,1,0,41.745
"Super built-up  Area","Hormavu",2,"NStusD ",1153,2,1,65
"Plot  Area","Virat Nagar",2,"Unknown",2080,2,1,150
"Super built-up  Area","Hulimavu",2,"RatosAr",1255,2,2,69
"Built-up  Area","Bannerghatta Road",4,"Unknown",1290,5,2,260
"Super built-up  Area","Marathahalli",3,"PueraRi",1583,3,3,109
"Super built-up  Area","Kundalahalli Colony",2,"Goourta",1505,2,2,90
"Super built-up  Area","Kathriguppe",3,"Unknown",1365,2,2,75.08
"Plot  Area","Dwarka Nagar",3,"Unknown",1200,3,3,95.75
"Super built-up  Area","Amblipura",3,"IDldsin",1810,4,3,148
"Built-up  Area","Magadi Road",1,"Unknown",440,1,0,35
"Super built-up  Area","Subramanyapura",2,"Mayne A",975,2,1,63
"Super built-up  Area","Doddagubbi",2,"Unknown",1250,2,3,39
"Super built-up  Area","Gopalkrishna Nagar",3,"MJarlPe",1530,2,1,97
"Super built-up  Area","Kereguddadahalli",3,"DSdorSp",1300,2,2,39
"Super built-up  Area","Channasandra",2,"Unknown",1115,2,1,40
"Super built-up  Area","Sarjapur  Road",2,"SJityaz",1308,2,1,83
"Super built-up  Area","Parappana Agrahara",2,"Peide L",1194,2,2,47
"Super built-up  Area","Uttarahalli",3,"Unknown",1490,2,2,59.6
"Plot  Area","Bannerghatta Road",4,"Unknown",10000,4,0,450
"Super built-up  Area","Sarjapur  Road",3,"Brareio",1592,3,1,91
"Super built-up  Area","Rajaji Nagar",2,"Puwerun",1222,2,0,112
"Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1267,2,2,42.85
"Super built-up  Area","Balagere",1,"Soresea",656,1,1,53
"Plot  Area","Dodda Nekkundi",4,"Adstah ",3400,4,3,530
"Built-up  Area","Garudachar Palya",4,"NatanNi",4500,5,2,400
"Plot  Area","Chandapura",2,"Unknown",1200,1,1,36
"Super built-up  Area","Thanisandra",3,"Soitya ",1698,3,2,102
"Built-up  Area","Tata Nagar",3,"Karchru",1500,3,2,70
"Plot  Area","Sunkadakatte",4,"Unknown",2000,5,0,80
"Super built-up  Area","Electronic City",2,"Prarkun",1152,2,1,65.75
"Super built-up  Area","Raja Rajeshwari Nagar",1,"Unknown",550,1,0,21
"Super built-up  Area","Pattandur Agrahara",2,"ShaleSp",900,2,2,42
"Super built-up  Area","Rajarajeshwari nagar",3,"Unknown",1410,2,2,45.12
"Built-up  Area","Akshaya Nagar",3,"DLhtsnd",1419,2,3,73
"Super built-up  Area","Amruthahalli",2,"Unknown",1200,2,1,55
"Super built-up  Area","AECS Layout",3,"Unknown",1800,3,3,65
"Super built-up  Area","Gottigere",2,"Drente ",990,2,1,40
"Super built-up  Area","Sarjapur  Road",2,"Unknown",1016,2,1,45
"Super built-up  Area","Bannerghatta Road",2,"Saavenc",1100,2,0,39
"Built-up  Area","Ramamurthy Nagar",4,"Unknown",850,2,1,65
"Super built-up  Area","Whitefield",2,"Rabow R",1095,2,1,35
"Super built-up  Area","Rajarajeshwarinagar",3,"Unknown",2000,3,2,85
"Super built-up  Area","Budigere",2,"PrityTr",1444,2,2,70
"Super built-up  Area","Whitefield",2,"Nillsre",1415,2,3,67
"Plot  Area","Jinkethimmanahalli",3,"Unknown",1500,2,1,130
"Super built-up  Area","Daadys Gaarden Layout",3,"InockHo",1600,3,3,72
"Super built-up  Area","Whitefield",2,"SMuilan",1105,2,1,41.36
"Super built-up  Area","Electronic City",3,"S2oveat",1225,3,0,45.03
"Super built-up  Area","Frazer Town",3,"Prook M",2560,3,2,265
"Super built-up  Area","Kanakpura Road",2,"Unknown",1080,2,1,37.8
"Plot  Area","Dasarahalli",7,"Unknown",2400,3,3,150
"Super built-up  Area","Talaghattapura",3,"Sodgere",1856,3,2,135
"Super built-up  Area","Haralur Road",3,"NRowse ",1464,3,2,56
"Plot  Area","Vishwapriya Nagar",6,"Unknown",2100,6,2,71
"Super built-up  Area","Sarjapur  Road",2,"Itvas S",1150,2,2,77
"Plot  Area","Abbigere",5,"Unknown",1200,4,1,98
"Super built-up  Area","5th Phase JP Nagar",3,"MBncele",1485,2,2,67
"Super built-up  Area","Vimanapura",3,"Inion P",2500,3,3,75
"Plot  Area","Whitefield",2,"Unknown",1200,2,1,45
"Super built-up  Area","Hennur Road",2,"Koagati",1036,2,1,59.46
"Plot  Area","Whitefield",4,"VDe 1Du",3445,5,3,270
"Super built-up  Area","Dodsworth Layout",2,"Ciques ",1400,2,2,80
"Super built-up  Area","Bommanahalli",2,"Unknown",1110,2,2,33
"Built-up  Area","Kodichikkanahalli",2,"Saire S",1150,2,3,48
"Super built-up  Area","Kenchenahalli",1,"AriosPa",715,1,1,45
"Plot  Area","Magadi Road",4,"Unknown",1200,4,0,130
"Plot  Area","Rajaji Nagar",5,"Unknown",1200,3,1,260
"Super built-up  Area","Jakkur",4,"UNERA P",2283,4,2,130
"Plot  Area","1st Stage Radha Krishna Layout",6,"Unknown",1790,5,1,250
"Super built-up  Area","Hormavu",3,"Unknown",1453,2,2,43.58
"Built-up  Area","Nagarbhavi",3,"Vaows M",1400,2,1,85
"Super built-up  Area","Padmanabhanagar",3,"Naasyak",1400,3,0,65
"Super built-up  Area","Whitefield",3,"Mithmn ",1700,3,1,140
"Super built-up  Area","Kanakpura Road",3,"PrityFa",1591,3,1,120
"Super built-up  Area","Nagarbhavi",3,"Deens G",1515,2,1,79
"Built-up  Area","Marathahalli",5,"Unknown",2500,3,3,200
"Super built-up  Area","Chandapura",2,"SunceEs",975,2,1,24.86
"Super built-up  Area","Yeshwanthpur",3,"IBityin",1382,2,2,76.18
"Plot  Area","Nagasandra",7,"Unknown",1750,5,2,350
"Super built-up  Area","Sector 1 HSR Layout",3,"SodilDa",1533,3,2,150
"Super built-up  Area","Cunningham Road",3,"Lelia M",3815,3,1,763
"Super built-up  Area","Amarjyothi Colony",2,"Unknown",1100,2,2,38
"Super built-up  Area","Dairy Circle",4,"Soeurri",3730,6,2,450
